798	-151.84	332.88	-275.94
805	-148.19	330.69	-277.40
811	-144.54	329.96	-281.78
818	-141.62	324.12	-281.05
825	-138.70	321.93	-284.70
831	-137.24	323.39	-286.89
838	-136.51	319.01	-285.43
845	-133.59	318.28	-286.89
851	-131.40	319.01	-289.08
858	-129.94	316.09	-286.16
865	-129.21	316.82	-288.35
871	-128.48	318.28	-290.54
878	-126.29	314.63	-289.81
885	-125.56	313.17	-292.00
891	-121.91	313.17	-294.92
898	-119.72	308.06	-293.46
905	-116.80	304.41	-298.57
911	-113.15	302.95	-301.49
918	-110.96	296.38	-301.49
925	-108.04	291.27	-307.33
931	-105.85	289.08	-310.25
938	-105.12	285.43	-310.25
944	-104.39	282.51	-313.17
951	-101.47	283.24	-316.09
958	-100.74	279.59	-314.63
964	-100.01	278.86	-316.09
971	-97.09	278.86	-318.28
978	-95.63	276.67	-314.63
984	-94.90	275.94	-316.09
991	-91.25	278.13	-316.09
998	-90.52	278.13	-311.71
1004	-87.60	281.78	-310.25
1011	-85.41	285.43	-308.79
1018	-84.68	286.16	-303.68
1024	-83.22	288.35	-302.22
1031	-81.03	294.92	-300.76
1037	-78.11	292.73	-296.38
1044	-74.46	293.46	-295.65
1051	-70.08	296.38	-296.38
1057	-65.70	294.19	-292.00
1064	-62.05	294.19	-292.00
1071	-57.67	297.11	-290.54
1077	-54.02	294.92	-288.35
1084	-51.10	293.46	-286.16
1091	-46.72	296.38	-286.16
1097	-42.34	292.73	-284.70
1104	-37.96	290.54	-286.16
1111	-34.31	290.54	-287.62
1117	-29.93	285.43	-285.43
1124	-26.28	282.51	-286.89
1131	-21.90	284.70	-288.35
1137	-16.79	279.59	-286.16
1144	-13.14	278.86	-285.43
1150	-5.11	282.51	-284.70
1157	-1.46	279.59	-278.86
1164	3.65	278.86	-275.21
1170	10.95	282.51	-273.02
1177	16.79	280.32	-266.45
1184	23.36	278.13	-263.53
1190	32.85	279.59	-260.61
1197	40.88	276.67	-254.04
1204	48.91	273.75	-251.12
1210	59.86	274.48	-248.20
1217	67.89	268.64	-240.17
1223	78.84	265.72	-235.06
1230	90.52	264.26	-232.14
1237	99.28	258.42	-222.65
1243	110.23	251.85	-218.27
1250	124.83	248.20	-211.70
1257	135.05	240.17	-204.40
1263	144.54	232.14	-197.10
1270	159.14	227.03	-191.26
1277	167.17	217.54	-183.23
1283	175.93	209.51	-174.47
1290	189.80	200.02	-168.63
1297	197.83	191.99	-160.60
1303	206.59	181.77	-151.84
1310	218.27	173.74	-145.27
1317	224.84	164.25	-135.05
1323	230.68	154.76	-127.75
1330	242.36	146.00	-118.99
1337	246.01	135.78	-109.50
1343	251.85	126.29	-102.20
1350	259.88	118.99	-94.17
1356	262.80	110.23	-84.68
1363	265.72	99.28	-78.11
1370	271.56	93.44	-70.08
1376	273.02	86.87	-64.24
1383	275.21	78.84	-58.40
1390	281.78	71.54	-52.56
1396	281.78	64.97	-48.18
1403	281.78	57.67	-45.26
1410	287.62	54.02	-45.26
1416	286.89	48.18	-42.34
1423	286.89	42.34	-38.69
1429	290.54	40.15	-37.96
1436	288.35	37.96	-37.23
1443	288.35	36.50	-35.77
1449	292.73	35.77	-32.12
1456	290.54	35.04	-28.47
1463	289.81	36.50	-26.28
1469	292.00	39.42	-24.82
1476	288.35	42.34	-22.63
1483	286.16	45.26	-23.36
1489	289.08	51.83	-24.09
1496	284.70	59.86	-24.82
1502	281.05	65.70	-23.36
1509	283.24	72.27	-23.36
1516	280.32	80.30	-20.44
1522	275.94	84.68	-19.71
1529	277.40	89.79	-21.90
1536	275.21	94.17	-24.09
1542	272.29	95.63	-31.39
1549	277.40	96.36	-37.96
1556	275.21	95.63	-45.26
1562	273.75	92.71	-53.29
1569	278.13	89.79	-60.59
1575	277.40	84.68	-68.62
1582	276.67	79.57	-75.92
1589	282.51	75.92	-83.22
1595	281.78	67.89	-87.60
1602	278.86	61.32	-93.44
1609	283.24	55.48	-99.28
1615	283.97	48.91	-102.93
1622	282.51	41.61	-106.58
1629	286.16	37.23	-110.23
1635	286.16	34.31	-109.50
1642	284.70	29.93	-108.04
1648	288.35	29.93	-107.31
1655	289.81	30.66	-102.20
1662	286.89	32.85	-91.25
1668	292.00	34.31	-78.11
1675	292.73	35.04	-63.51
1682	289.81	35.04	-54.75
1688	293.46	34.31	-47.45
1695	293.46	32.12	-45.26
1702	291.27	27.74	-43.07
1708	295.65	22.63	-42.34
1715	295.65	15.33	-39.42
1721	294.92	8.03	-41.61
1728	298.57	0.73	-46.72
1735	300.03	-5.84	-51.10
1741	296.38	-13.14	-55.48
