435	224.51	112.40	-334.95
442	224.46	113.66	-337.13
448	224.45	112.40	-337.13
455	225.78	113.04	-334.91
462	225.67	111.79	-337.80
468	224.51	112.40	-334.95
475	225.76	111.78	-334.90
482	226.29	112.43	-338.51
488	224.46	111.77	-336.40
495	225.13	113.04	-335.65
502	225.67	113.05	-338.53
509	225.14	111.78	-334.93
515	224.55	113.03	-334.23
522	225.71	113.05	-337.08
529	224.51	112.40	-334.95
535	225.76	113.05	-335.63
542	223.18	111.76	-337.17
549	223.93	112.39	-333.52
556	225.14	111.78	-334.93
562	225.03	112.41	-338.55
569	223.32	111.75	-332.82
576	224.55	113.03	-334.23
582	225.06	113.04	-337.83
589	224.51	112.40	-334.95
596	225.17	112.40	-334.20
602	225.07	113.67	-337.83
609	223.97	113.65	-332.80
616	224.49	112.40	-335.68
623	225.06	113.04	-337.83
629	224.53	113.66	-334.95
636	224.51	112.40	-334.95
643	224.42	113.67	-338.58
649	225.14	111.78	-334.93
656	225.12	112.41	-335.65
663	225.63	111.79	-339.25
669	224.51	111.77	-334.95
676	225.80	112.41	-334.18
683	225.64	113.05	-339.26
690	223.89	112.39	-334.97
696	224.51	112.40	-334.95
703	226.95	113.07	-337.76
710	223.90	113.65	-334.98
716	225.77	112.41	-334.90
723	226.33	112.43	-337.06
730	224.47	112.40	-336.40
737	224.52	113.03	-334.95
743	224.43	113.03	-337.85
750	224.54	112.40	-334.23
757	225.78	113.04	-334.91
763	225.07	112.41	-337.10
770	223.30	111.75	-333.55
777	224.50	113.03	-335.68
783	225.11	113.67	-336.38
790	225.14	112.41	-334.93
797	226.41	113.05	-334.88
804	225.07	112.41	-337.10
810	223.91	112.39	-334.25
817	223.88	113.65	-335.70
824	225.73	112.42	-336.35
830	225.14	111.78	-334.93
837	226.35	111.79	-336.33
844	226.91	111.81	-338.48
851	224.52	111.14	-334.22
857	225.71	113.05	-337.08
864	225.66	112.42	-338.53
871	225.13	113.04	-335.65
877	226.96	112.43	-337.03
884	225.77	113.68	-335.63
891	224.56	112.39	-333.50
897	226.34	113.06	-337.06
904	225.03	112.41	-338.55
911	225.14	112.41	-334.93
918	226.39	113.05	-335.61
924	224.49	114.29	-336.40
931	223.91	112.39	-334.25
938	226.36	113.05	-336.33
944	225.07	112.41	-337.10
951	224.52	111.14	-334.22
958	225.11	113.04	-336.38
964	225.71	113.05	-337.08
971	224.51	112.40	-334.95
978	225.71	113.05	-337.08
985	223.83	113.02	-337.15
991	223.94	113.02	-333.53
998	225.74	113.68	-336.36
1005	223.86	113.65	-336.43
1011	224.52	113.03	-334.95
1018	225.11	113.04	-336.38
1025	223.88	113.65	-335.70
1032	223.29	113.01	-334.27
1038	225.74	113.68	-336.36
1045	224.49	112.40	-335.68
1052	223.93	112.39	-333.52
1058	225.75	112.42	-335.63
1065	223.87	113.02	-335.70
1072	224.56	112.39	-333.50
1079	225.07	113.67	-337.83
1085	224.47	112.40	-336.40
1092	223.35	114.27	-332.83
1099	225.11	113.04	-336.38
1105	223.88	111.76	-334.97
1112	224.56	112.39	-333.50
1119	224.44	111.77	-337.12
1125	224.46	113.66	-337.13
1132	224.54	112.40	-334.23
1139	226.42	112.42	-334.16
1146	223.84	112.39	-336.42
1152	225.77	112.41	-334.90
1159	224.41	113.03	-338.58
1166	224.45	112.40	-337.13
1172	223.97	113.65	-332.80
1179	225.72	113.68	-337.08
1186	223.83	113.65	-337.15
1193	223.33	114.27	-333.55
1199	225.05	112.41	-337.83
1206	223.28	114.27	-335.00
1213	224.53	111.77	-334.22
1219	225.08	113.04	-337.10
1226	223.24	114.27	-336.45
1233	223.37	115.53	-332.83
1240	225.12	114.30	-336.38
1246	224.44	111.77	-337.12
1253	223.95	112.38	-332.80
1260	224.50	114.92	-336.41
1266	223.85	113.02	-336.42
1273	223.89	113.02	-334.98
1280	225.08	113.04	-337.10
1286	223.86	112.39	-335.70
1293	223.33	113.01	-332.82
1300	225.73	113.05	-336.36
1307	223.27	113.01	-335.00
1313	224.54	112.40	-334.23
1320	224.43	113.03	-337.85
1327	224.49	112.40	-335.68
1333	224.57	113.02	-333.50
1340	225.12	112.41	-335.65
1347	224.45	112.40	-337.13
1354	224.56	112.39	-333.50
1360	225.63	112.42	-339.25
1367	224.47	112.40	-336.40
1374	223.89	113.02	-334.98
1380	226.89	112.44	-339.21
1387	224.47	112.40	-336.40
1394	224.53	113.66	-334.95
1401	226.30	113.69	-338.51
1407	225.04	111.78	-337.83
1414	227.50	110.56	-339.18
1421	229.32	111.22	-341.29
1427	229.37	109.95	-339.11
1434	230.69	110.59	-337.62
1441	228.69	112.47	-342.04
1447	229.37	109.95	-339.11
1454	230.07	111.22	-337.64
1461	230.53	111.23	-342.69
1468	227.52	110.55	-338.46
1474	228.81	111.20	-337.69
1481	230.65	111.23	-339.07
1488	229.45	110.58	-336.94
1494	228.80	110.57	-337.68
1501	231.85	110.62	-340.47
1508	226.95	111.80	-337.03
1515	230.68	111.86	-338.34
1521	229.42	111.84	-338.39
1528	229.46	111.21	-336.94
1535	230.67	111.23	-338.34
1541	227.50	111.19	-339.18
1548	228.75	109.94	-339.13
1555	228.22	112.45	-336.99
1561	230.60	111.23	-340.52
1568	228.12	109.93	-339.16
1575	228.14	109.93	-338.43
1582	231.21	109.98	-340.49
1588	228.20	111.19	-336.98
1595	230.00	109.96	-339.09
1602	230.63	111.23	-339.79
1608	224.98	110.52	-339.27
